title,top_topics,intent,funnel_stage
Estorno de nota fiscal: aprenda a fazer e fique legal com o Fisco!,"['nota', 'fiscal', 'estorno', 'emissão', 'fazer', 'emitir', 'documento', 'devolução', 'mercadoria', 'operação']",Transacional,Fundo do Funil (BoFu)
Como saber o código de rastreamento dos Correios? Guia útil!,"['código', 'rastreamento', 'correios', 'rastreio', 'saber', 'acompanhar', 'transportadora', 'site', 'cliente', 'encomenda']",Transacional,Fundo do Funil (BoFu)
Como emitir uma nota fiscal complementar de ICMS: descubra!,"['nota', 'complementar', 'fiscal', 'icms', 'emitir', 'original', 'valor', 'documento', 'dados', 'informações']",Transacional,Fundo do Funil (BoFu)
Nota fiscal de consumidor eletrônica (NFC-e): guia completo,"['fiscal', 'nota', 'consumidor', 'eletrônica', 'emissão', 'desde', 'documento', 'fiscais', 'pode', 'emitir']",Transacional,Fundo do Funil (BoFu)
Nota fiscal de produto no varejo: você paga os tributos certos?,"['ncm', 'fiscal', 'produto', 'código', 'nota', 'classificação', 'produtos', 'varejo', 'mercadorias', 'cada']",Transacional,Fundo do Funil (BoFu)
O que é nota fiscal de remessa? Veja as 7 situações em que é necessário emiti-la,"['remessa', 'nota', 'fiscal', 'emitir', 'produto', 'empresa', 'deve', 'documento', 'mercadorias', 'emissão']",Transacional,Fundo do Funil (BoFu)
Nota fiscal de substituição: passo a passo para emitir,"['nota', 'fiscal', 'substituição', 'emitir', 'serviço', 'passo', 'documento', 'eletrônica', 'após', 'sistema']",Transacional,Fundo do Funil (BoFu)
"CRM financeiro: o que é, quais as vantagens e como funciona?","['crm', 'vendas', 'financeiro', 'dados', 'cliente', 'sistema', 'clientes', 'processos', 'entrada', 'informações']",Informativa,Meio do Funil (MoFu)
Como emitir nota fiscal de serviço eletrônica: passo a passo,"['fiscal', 'nota', 'emissão', 'serviço', 'eletrônica', 'emitir', 'serviços', 'passo', 'documento', 'empresa']",Transacional,Fundo do Funil (BoFu)
Nota fiscal avulsa: guia completo para emitir para seus clientes!,"['nota', 'fiscal', 'avulsa', 'emissão', 'emitir', 'pode', 'negócio', 'caso', 'sefaz', 'cada']",Transacional,Fundo do Funil (BoFu)
Carta de correção eletrônica (CC-e): saiba como usar na prática,"['carta', 'correção', 'pode', 'eletrônica', 'fiscal', 'documento', 'fiscais', 'informações', 'erros', 'nota']",Transacional,Fundo do Funil (BoFu)
"NFC-e em contingência: o que é, como emitir e quando utilizar?","['contingência', 'emissão', 'nota', 'emitir', 'fiscal', 'sistema', 'sefaz', 'documento', 'original', 'emissor']",Comercial,Fundo do Funil (BoFu)
"Cross border: o que é, como funciona e como é a tributação?","['cross', 'border', 'produtos', 'exportação', 'vendas', 'direta', 'outros', 'países', 'impostos', 'empresa']",Transacional,Fundo do Funil (BoFu)
Como fazer cadastro de clientes? 4 passos fundamentais!,"['clientes', 'dados', 'cadastro', 'cliente', 'fazer', 'pode', 'gestão', 'vendas', 'planilha', 'negócio']",Transacional,Fundo do Funil (BoFu)
Novas regras de importação online: saiba as mudanças básicas!,"['importação', 'regras', 'novas', 'governo', 'produtos', 'consumidores', 'empresas', 'compras', 'valor', 'imposto']",Transacional,Fundo do Funil (BoFu)
Tributação em marketplace: como funciona + impostos a pagar,"['marketplace', 'sobre', 'impostos', 'plataforma', 'deve', 'icms', 'tributação', 'produtos', 'vendas', 'cada']",Transacional,Fundo do Funil (BoFu)
Tributação no e-commerce: como funciona + cálculo de impostos,"['sobre', 'impostos', 'tributação', 'regime', 'venda', 'online', 'lucro', 'imposto', 'tributário', 'serviços']",Transacional,Fundo do Funil (BoFu)
Como evitar ficar com a mercadoria presa na alfândega? [Guia],"['alfândega', 'mercadoria', 'aduaneiro', 'desembaraço', 'presa', 'documentos', 'importação', 'processo', 'ter', 'ficar']",Transacional,Fundo do Funil (BoFu)
Consulta de nota fiscal para meu CNPJ: aprenda como fazer!,"['cnpj', 'fiscal', 'nota', 'notas', 'fiscais', 'nf', 'consulta', 'fazer', 'acesso', 'emitidas']",Transacional,Fundo do Funil (BoFu)
Consulta de nota fiscal por CPF: descubra onde e como fazer!,"['nota', 'fiscal', 'cpf', 'consulta', 'acesso', 'chave', 'documento', 'ter', 'fazer', 'consultar']",Transacional,Fundo do Funil (BoFu)
Encargos fiscais: o que são e como reduzi-los na sua empresa?,"['fiscais', 'encargos', 'reduzir', 'impostos', 'empresas', 'tributária', 'pagar', 'podem', 'investir', 'redução']",Comercial,Meio do Funil (MoFu)
Elisão fiscal: o que é + como funciona + exemplos,"['fiscal', 'elisão', 'impostos', 'empresa', 'reduzir', 'tributário', 'fiscais', 'negócio', 'lei', 'encargos']",Informativa,Meio do Funil (MoFu)
Obrigações tributárias: saiba como manter o controle fiscal,"['obrigações', 'tributárias', 'sobre', 'fiscal', 'controle', 'empresa', 'fiscais', 'imposto', 'impostos', 'governo']",Transacional,Fundo do Funil (BoFu)
Desafios contábeis: saiba os principais e veja como superá-los!,"['contábeis', 'serviços', 'desafios', 'empresas', 'clientes', 'concorrência', 'processos', 'mercado', 'contábil', 'negócio']",Transacional,Fundo do Funil (BoFu)
Classificação fiscal de mercadoria: o que é e como funciona,"['classificação', 'fiscal', 'mercadoria', 'ncm', 'produtos', 'produto', 'código', 'empresas', 'sobre', 'sistema']",Transacional,Fundo do Funil (BoFu)
[GUIA]: como consultar o contrato social pelo CNPJ,"['social', 'contrato', 'cnpj', 'empresa', 'informações', 'pode', 'dados', 'documento', 'saber', 'consultar']",Informativa,Meio do Funil (MoFu)
Como calcular a substituição tributária? Descubra em 8 passos!,"['icms', 'valor', 'produto', 'r', 'inter', 'calcular', 'substituição', 'tributária', 'base', 'alíquota']",Transacional,Fundo do Funil (BoFu)
O que é CFOP na nota fiscal? Entenda como funciona na prática,"['cfop', 'fiscal', 'nota', 'código', 'número', 'fiscais', 'serviços', 'tabela', 'entrada', 'estado']",Transacional,Fundo do Funil (BoFu)
Como consultar CPF pelo nome? Guia completo!,"['cpf', 'nome', 'consultar', 'consulta', 'receita', 'federal', 'documento', 'pessoa', 'cadastro', 'data']",Comercial,Fundo do Funil (BoFu)
CFOP 5102: o que é e quando usar? Veja perguntas frequentes!,"['cfop', '5102', 'venda', 'código', 'fiscal', 'estado', 'nota', 'sobre', 'códigos', 'fiscais']",Transacional,Fundo do Funil (BoFu)
Como fazer emissão de nota fiscal para e-commerce? Entenda!,"['nota', 'fiscal', 'emissão', 'emitir', 'empresa', 'documento', 'negócio', 'fiscais', 'notas', 'forma']",Transacional,Fundo do Funil (BoFu)
O que é demonstração de fluxo de caixa e qual sua importância?,"['caixa', 'fluxo', 'dfc', 'empresa', 'demonstração', 'método', 'negócio', 'realizar', 'anos', 'lucro']",Comercial,Meio do Funil (MoFu)
"Consulta de NFC-e: saiba como fazer, vantagens e muito mais!","['nota', 'fiscal', 'consulta', 'sistema', 'emissão', 'acesso', 'estado', 'fiscais', 'notas', 'chave']",Transacional,Fundo do Funil (BoFu)
Enriquecimento de dados: entenda o que é e seus benefícios,"['dados', 'enriquecimento', 'informações', 'público', 'clientes', 'vendas', 'leads', 'empresa', 'cliente', 'fazer']",Comercial,Fundo do Funil (BoFu)
Retenção de impostos: guia completo para sua empresa,"['impostos', 'retenção', 'fiscal', 'nota', 'encargos', 'tributos', 'pagamento', 'empresa', 'sobre', 'cada']",Transacional,Fundo do Funil (BoFu)
Dados para emissão de nota fiscal: conheça os necessários!,"['nota', 'fiscal', 'dados', 'eletrônica', 'emissão', 'notas', 'emitir', 'documento', 'digital', 'serviço']",Transacional,Fundo do Funil (BoFu)
Como emitir nota fiscal online: aprenda em 5 passos simples!,"['nota', 'fiscal', 'emitir', 'eletrônica', 'online', 'emissão', 'negócio', 'empresa', 'documento', 'notas']",Transacional,Fundo do Funil (BoFu)
Software de controle financeiro empresarial: conheça 8 soluções,"['controle', 'financeiro', 'software', 'empresarial', 'empresa', 'sistema', 'gestão', 'organização', 'informações', 'relatórios']",Comercial,Meio do Funil (MoFu)
Escrituração fiscal: saiba o que é e a importância para o negócio,"['fiscal', 'escrituração', 'empresas', 'dados', 'devem', 'informações', 'fazer', 'ter', 'sistema', 'governo']",Comercial,Fundo do Funil (BoFu)
"Auditoria fiscal: o que é, para que serve e como é feita","['auditoria', 'fiscal', 'empresa', 'fiscais', 'sobre', 'tributária', 'evitar', 'erros', 'impostos', 'forma']",Transacional,Fundo do Funil (BoFu)
Por que o Gerenciamento Eletrônico de Documentos é importante para sua empresa?,"['documentos', 'ged', 'sistema', 'empresa', 'informações', 'organização', 'tempo', 'pode', 'forma', 'além']",Informativa,Meio do Funil (MoFu)
"Regras tributárias: o que são, para que servem e como calculá-las","['regras', 'tributárias', 'impostos', 'cada', 'lucro', 'empresa', 'sobre', 'produtos', 'regime', 'fiscais']",Transacional,Fundo do Funil (BoFu)
Como funciona a tributação no cadastro de produtos?,"['produtos', 'impostos', 'tributação', 'sobre', 'vendas', 'cadastro', 'plataforma', 'fiscais', 'marketplace', 'classificação']",Transacional,Fundo do Funil (BoFu)
Regime tributário no Brasil: qual o impacto nas empresas?,"['regime', 'tributário', 'empresa', 'impostos', 'lucro', 'emissão', 'sobre', 'fiscais', 'nota', 'empresas']",Transacional,Fundo do Funil (BoFu)
Portal do MEI para emitir nota fiscal: confira o passo a passo!,"['fiscal', 'mei', 'nota', 'emitir', 'serviços', 'passo', 'serviço', 'portal', 'deve', 'emissão']",Comercial,Fundo do Funil (BoFu)
O que acontece com quem não pagar GNRE? Descubra agora!,"['gnre', 'pagamento', 'pagar', 'estado', 'icms', 'prazo', 'documento', 'mercadorias', 'remetente', 'estados']",Transacional,Fundo do Funil (BoFu)
Facilite sua vida com a gestão de notas fiscais automatizada,"['notas', 'fiscais', 'gestão', 'controle', 'fiscal', 'empresa', 'sistema', 'nota', 'processo', 'emissão']",Transacional,Fundo do Funil (BoFu)
Como emitir Nota Fiscal em São Paulo: veja o passo a passo,"['nota', 'fiscal', 'emissão', 'paulo', 'emitir', 'notas', 'serviços', 'fiscais', 'sistema', 'passo']",Transacional,Fundo do Funil (BoFu)
Como escolher meios de pagamento online?,"['pagamento', 'online', 'meios', 'crédito', 'cartão', 'negócio', 'formas', 'conta', 'escolher', 'meio']",Transacional,Fundo do Funil (BoFu)
Programa para emitir NF-e: como funciona e qual é o melhor?,"['nota', 'fiscal', 'emitir', 'eletrônica', 'emissão', 'dados', 'programa', 'sistema', 'empresa', 'passo']",Transacional,Fundo do Funil (BoFu)
Veja os principais tipos de DF-e (Documento Fiscal Eletrônico)!,"['fiscal', 'fiscais', 'documentos', 'documento', 'eletrônico', 'empresas', 'eletrônicos', 'nota', 'transporte', 'papel']",Transacional,Fundo do Funil (BoFu)
O que é Difal? Tudo sobre a divisão do recolhimento do ICMS!,"['difal', 'icms', 'recolhimento', 'estado', 'estados', 'sobre', 'deve', 'empresa', 'imposto', 'produto']",Transacional,Fundo do Funil (BoFu)
Como emitir GNRE e quem realmente deve pagar o tributo?,"['icms', 'gnre', 'guia', 'contribuinte', 'emitir', 'documento', 'difal', 'fundo', 'estado', 'origem']",Transacional,Fundo do Funil (BoFu)
O que é a NFC-e? Como emitir e suas vantagens,"['fiscal', 'nota', 'emissão', 'consumidor', 'eletrônica', 'documento', 'digital', 'emitir', 'preciso', 'sefaz']",Transacional,Fundo do Funil (BoFu)
Como é o cálculo do ICMS em diferentes operações?,"['icms', 'estado', 'alíquota', 'r', 'interestadual', 'venda', 'sobre', 'cálculo', 'imposto', 'empresa']",Transacional,Fundo do Funil (BoFu)
Nota Fiscal de Serviço Eletrônica: tudo que você precisa saber,"['nota', 'fiscal', 'serviço', 'serviços', 'emissão', 'eletrônica', 'notas', 'deve', 'emitir', 'sistema']",Comercial,Fundo do Funil (BoFu)
7 motivos para emitir nota fiscal automaticamente,"['nota', 'emissão', 'fiscal', 'processo', 'sistema', 'notas', 'empresa', 'emitir', 'automaticamente', 'fiscais']",Transacional,Fundo do Funil (BoFu)
Arquivo XML da nota fiscal: acesse de forma prática,"['xml', 'nota', 'arquivo', 'fiscal', 'destinatário', 'pode', 'documento', 'informações', 'dados', 'eletrônica']",Transacional,Fundo do Funil (BoFu)
Sabe como tirar nota fiscal eletrônica? Veja o passo a passo agora + dados necessários,"['nota', 'fiscal', 'eletrônica', 'valor', 'emissão', 'total', 'tirar', 'passo', 'dados', 'icms']",Transacional,Fundo do Funil (BoFu)
Conheça a NFS-e Nacional: a nova nota fiscal eletrônica de serviços,"['nacional', 'nota', 'fiscal', 'emissão', 'sistema', 'sobre', 'fiscais', 'empresa', 'notas', 'serviços']",Comercial,Fundo do Funil (BoFu)
Documentação de API de consulta de CNPJ e outros bancos de dados,"['api', 'consulta', 'cnpj', 'dados', 'documentação', 'usar', 'sistema', 'json', 'retorno', 'notas']",Comercial,Fundo do Funil (BoFu)
O que é Pix recorrente? Veja como implementar esse modelo de cobrança!,"['pix', 'recorrente', 'empresas', 'pagamentos', 'forma', 'pagamento', 'conta', 'transferência', 'cobrança', 'banco']",Informativa,Meio do Funil (MoFu)
Faça a emissão de Nota Fiscal Eletrônica em 4 passos (+ bônus),"['nota', 'fiscal', 'eletrônica', 'empresa', 'notas', 'emissão', 'fiscais', 'sistema', 'emitir', 'digital']",Transacional,Fundo do Funil (BoFu)
Gerenciador de nota fiscal eletrônica: conheça o NFE.io,"['nota', 'fiscal', 'notas', 'gerenciador', 'emissão', 'fiscais', 'eletrônica', 'dados', 'sistema', 'pode']",Transacional,Fundo do Funil (BoFu)
Descubra o que é o IVA e como será o cálculo desse novo imposto!,"['r', 'sobre', 'iva', 'valor', 'alíquota', '20', 'imposto', '30', 'tributária', 'cálculo']",Transacional,Fundo do Funil (BoFu)
Quem deve emitir Nota Fiscal Eletrônica? Quem é obrigado?,"['fiscal', 'nota', 'emitir', 'eletrônica', 'emissão', 'fiscais', 'empresa', 'obrigado', 'notas', 'documento']",Transacional,Fundo do Funil (BoFu)
"Saiba o que é a AIDF Nota Fiscal, como localizar e como emitir!","['aidf', 'fiscal', 'nota', 'fiscais', 'documentos', 'documento', 'pode', 'impressão', 'secretaria', 'emitir']",Comercial,Fundo do Funil (BoFu)
Software para emissão de nota fiscal: saiba tudo!,"['emissão', 'nota', 'empresa', 'fiscal', 'notas', 'software', 'fiscais', 'nfe', 'tempo', 'pode']",Transacional,Fundo do Funil (BoFu)
Veja como emitir o DARF on-line em um passo a passo simples!,"['darf', 'documento', 'guia', 'receita', 'dados', 'valor', 'tributos', 'imposto', 'simples', 'site']",Comercial,Fundo do Funil (BoFu)
Nota fiscal de produto: como emitir em 5 passos simples!,"['nota', 'fiscal', 'produto', 'documento', 'serviços', 'emissão', 'venda', 'valor', 'total', 'sobre']",Transacional,Fundo do Funil (BoFu)
Descubra como saber se um CNPJ está ativo? Passo a passo simples!,"['cnpj', 'ativo', 'empresa', 'saber', 'situação', 'fiscais', 'suspenso', 'consultar', 'status', 'cadastro']",Informativa,Meio do Funil (MoFu)
"Entenda o que é o e-CAC, qual a sua importância e como se cadastrar!","['informações', 'acessar', 'serviços', 'receita', 'federal', 'acesso', 'pode', 'portal', 'plataforma', 'fiscal']",Comercial,Fundo do Funil (BoFu)
O que é NCM na nota fiscal e a importância do código,"['ncm', 'nota', 'fiscal', 'código', 'produto', 'mercadorias', 'fazer', 'produtos', 'sendo', 'sobre']",Transacional,Fundo do Funil (BoFu)
Como fica o Simples Nacional com a reforma tributária? Entenda!,"['r', 'sobre', 'reforma', 'imposto', 'tributária', 'alíquota', 'impostos', '5', 'tributos', 'dois']",Transacional,Fundo do Funil (BoFu)
Saiba o que é a razão social e a sua diferença para nome fantasia!,"['nome', 'social', 'razão', 'fantasia', 'empresa', 'negócio', 'portanto', 'deve', 'artigo', 'vamos']",Comercial,Fundo do Funil (BoFu)
Como calcular o imposto de um produto importado?,"['valor', 'importação', 'imposto', 'sobre', 'alíquota', 'produto', 'cálculo', 'produtos', 'aduaneiro', 'compras']",Transacional,Fundo do Funil (BoFu)
Descubra o que são obrigações acessórias e quais as principais,"['obrigações', 'acessórias', 'dia', 'mês', 'cada', 'declaração', 'sobre', 'escrituração', 'informações', 'simples']",Informativa,Meio do Funil (MoFu)
Capacidade de pagamento: o que é? Como calcular? Qual a importância?,"['liquidez', 'capacidade', 'índice', 'circulante', 'pagamento', 'caixa', 'negócio', 'empresa', 'dinheiro', 'passivo']",Indeterminado,Indeterminado
Cálculo de imposto na nota fiscal: saiba como fazer da maneira correta,"['lucro', 'r', 'sobre', 'imposto', 'nota', 'fiscal', 'icms', 'empresa', 'irpj', 'impostos']",Transacional,Fundo do Funil (BoFu)
"Saiba o que é a antecipação do ICMS, como funciona e quando acontece!","['icms', 'antecipação', 'alíquota', 'estado', 'mercadoria', 'sobre', 'tributária', 'recolhimento', 'r', 'imposto']",Transacional,Fundo do Funil (BoFu)
DANFE online: guia completo para emitir seu documento com segurança!,"['danfe', 'fiscal', 'documento', 'nota', 'eletrônica', 'emissão', 'mercadoria', 'informações', 'deve', 'passo']",Transacional,Fundo do Funil (BoFu)
Descubra o que é a nota fiscal eletrônica e como funciona sua emissão,"['nota', 'fiscal', 'eletrônica', 'empresa', 'serviços', 'notas', 'emissão', 'documento', 'produtos', 'passo']",Transacional,Fundo do Funil (BoFu)
